Client id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Ease of Online booking,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,satisfaction
28600,Female,Loyal Customer,53,Business travel,Business,3137,4,4,4,5,1,4,4,4,4,2,4,5,satisfied
28909,Female,Loyal Customer,68,Personal Travel,Eco,2267,4,4,4,3,4,2,2,4,2,5,2,3,neutral or dissatisfied
28977,Male,Loyal Customer,39,Personal Travel,Eco,1162,1,1,5,1,5,5,3,3,4,4,4,5,neutral or dissatisfied
29133,Female,Loyal Customer,68,Personal Travel,Eco,667,3,3,3,4,5,1,1,3,1,3,1,4,neutral or dissatisfied
29158,Male,Loyal Customer,52,Business travel,Eco Plus,453,4,4,4,4,4,4,3,1,3,4,3,4,neutral or dissatisfied
29365,Male,Loyal Customer,22,Business travel,Business,2891,4,4,5,5,5,5,4,1,1,4,3,5,satisfied
29383,Male,Loyal Customer,27,Business travel,Business,67,0,0,3,1,1,3,2,2,1,2,1,3,satisfied
29419,Male,Loyal Customer,25,Personal Travel,Eco,391,2,2,1,2,1,1,4,4,4,3,4,1,neutral or dissatisfied
29705,Female,Loyal Customer,69,Personal Travel,Eco,808,2,2,1,3,4,4,4,2,2,3,4,1,neutral or dissatisfied
29754,Male,Loyal Customer,51,Business travel,Business,3196,3,3,4,4,2,4,4,4,4,2,4,2,satisfied
29867,Male,Loyal Customer,53,Personal Travel,Eco,679,4,4,4,4,4,4,4,3,5,4,5,4,satisfied
29947,Male,Loyal Customer,38,Business travel,Business,1124,2,5,2,5,4,4,4,4,4,3,4,3,satisfied
30100,Male,Loyal Customer,56,Personal Travel,Eco,2136,2,2,2,2,3,2,3,1,4,1,1,2,neutral or dissatisfied
30359,Male,Loyal Customer,29,Personal Travel,Eco,1448,1,1,1,1,1,1,1,3,5,5,1,1,neutral or dissatisfied
30476,Female,Loyal Customer,29,Personal Travel,Eco,733,5,5,5,5,5,5,5,1,2,2,5,5,satisfied
30609,Male,Loyal Customer,35,Business travel,Business,3158,3,4,1,2,2,5,5,5,5,5,5,1,satisfied
31034,Female,Loyal Customer,44,Business travel,Business,2133,3,3,3,4,5,5,5,5,5,3,5,4,satisfied
31080,Female,Loyal Customer,24,Personal Travel,Eco,349,3,3,3,3,3,3,5,2,5,4,5,3,neutral or dissatisfied
31267,Male,Loyal Customer,36,Personal Travel,Eco,451,2,2,4,2,4,4,3,2,4,3,5,4,neutral or dissatisfied
31450,Female,Loyal Customer,36,Business travel,Business,3155,2,2,1,5,2,5,5,5,5,5,5,2,satisfied
31538,Male,Loyal Customer,35,Business travel,Business,1825,2,3,2,3,2,2,2,3,2,4,2,3,neutral or dissatisfied
31578,Female,Loyal Customer,10,Personal Travel,Eco,280,2,2,3,2,3,3,1,5,3,3,2,3,neutral or dissatisfied
32102,Male,Loyal Customer,50,Personal Travel,Eco,1276,4,3,5,3,5,5,3,4,3,3,4,5,neutral or dissatisfied
32249,Female,Loyal Customer,36,Business travel,Eco,370,4,5,4,4,4,4,3,3,3,3,3,4,satisfied
32378,Male,Loyal Customer,41,Business travel,Business,3832,1,1,5,4,5,4,4,5,4,4,4,5,satisfied
32418,Male,Loyal Customer,59,Business travel,Business,3390,4,4,2,5,4,5,5,5,5,4,5,5,satisfied
32419,Female,Loyal Customer,13,Personal Travel,Eco,483,3,3,1,3,1,1,3,5,4,5,3,1,neutral or dissatisfied
32605,Male,disloyal Customer,42,Business travel,Business,419,2,2,4,2,4,4,3,5,5,3,5,4,neutral or dissatisfied
32789,Female,Loyal Customer,24,Personal Travel,Eco,483,2,3,5,3,5,5,1,1,5,2,4,5,neutral or dissatisfied
32887,Female,Loyal Customer,62,Business travel,Eco,399,5,1,2,2,4,5,5,5,5,3,5,5,satisfied
32980,Female,disloyal Customer,44,Business travel,Eco,449,3,3,2,3,2,2,4,4,3,4,4,2,neutral or dissatisfied
32997,Female,Loyal Customer,58,Business travel,Business,667,3,3,2,5,5,3,3,4,3,4,3,4,satisfied
33204,Male,Loyal Customer,54,Personal Travel,Eco,1055,3,3,5,3,5,5,3,3,5,4,5,5,neutral or dissatisfied
33205,Female,Loyal Customer,9,Personal Travel,Eco,515,1,5,1,5,1,1,4,2,4,5,5,1,neutral or dissatisfied
33265,Male,Loyal Customer,57,Business travel,Business,2471,1,1,3,5,5,4,4,4,4,5,4,5,satisfied
33274,Female,Loyal Customer,25,Business travel,Business,1630,3,3,3,3,3,3,1,3,2,2,2,3,neutral or dissatisfied
33349,Female,Loyal Customer,23,Personal Travel,Eco,2777,1,1,1,5,5,2,3,4,4,5,4,5,neutral or dissatisfied
33434,Male,Loyal Customer,64,Personal Travel,Eco,354,3,3,5,3,5,5,3,3,4,5,5,5,neutral or dissatisfied
33492,Female,disloyal Customer,23,Business travel,Eco,361,2,2,1,2,1,1,4,1,3,2,3,1,neutral or dissatisfied
33725,Male,Loyal Customer,30,Business travel,Business,1372,2,1,2,2,2,2,2,3,4,4,3,2,neutral or dissatisfied
33805,Female,Loyal Customer,31,Business travel,Business,390,5,5,4,4,4,4,5,2,4,5,5,4,satisfied
33813,Male,Loyal Customer,56,Business travel,Business,3732,2,2,5,4,4,4,4,4,4,4,4,5,satisfied
33984,Male,Loyal Customer,54,Business travel,Business,2221,5,5,3,4,4,5,5,5,5,4,5,3,satisfied
34036,Male,Loyal Customer,36,Business travel,Business,1416,1,5,3,2,3,5,5,5,5,1,5,3,satisfied
34047,Male,disloyal Customer,27,Business travel,Eco,456,2,2,5,2,5,5,4,3,1,5,3,5,neutral or dissatisfied
34089,Female,disloyal Customer,32,Business travel,Eco,351,3,3,1,3,1,1,2,1,2,5,2,1,neutral or dissatisfied
34110,Female,Loyal Customer,27,Personal Travel,Eco,1744,2,2,5,2,5,5,3,3,4,4,4,5,neutral or dissatisfied
34131,Female,Loyal Customer,58,Business travel,Business,1747,1,1,4,3,4,4,4,4,4,5,4,3,satisfied
34153,Male,Loyal Customer,56,Business travel,Business,1389,5,5,4,4,5,5,5,5,5,4,5,4,satisfied
34158,Male,Loyal Customer,35,Personal Travel,Eco,101,2,2,5,2,5,5,5,3,5,3,4,5,neutral or dissatisfied
34193,Male,Loyal Customer,50,Business travel,Business,2664,1,1,3,5,5,5,5,5,5,3,5,4,satisfied
34280,Male,Loyal Customer,65,Personal Travel,Eco,473,5,5,1,5,1,1,4,4,5,3,2,1,satisfied
34378,Female,Loyal Customer,24,Personal Travel,Eco,641,3,2,4,2,1,4,4,1,3,2,3,4,neutral or dissatisfied
34433,Female,Loyal Customer,23,Business travel,Eco,639,3,5,3,3,1,3,2,1,3,4,2,3,neutral or dissatisfied
34601,Male,Loyal Customer,28,Business travel,Business,351,1,1,5,5,5,5,3,2,4,3,5,5,satisfied
34658,Female,Loyal Customer,45,Business travel,Business,3326,2,2,3,4,5,5,5,4,5,5,5,4,satisfied
34722,Female,Loyal Customer,33,Personal Travel,Eco Plus,500,3,3,5,3,5,5,5,4,5,4,5,5,neutral or dissatisfied
35319,Male,disloyal Customer,24,Business travel,Eco,228,2,2,2,2,2,2,3,4,3,4,2,2,neutral or dissatisfied
35366,Male,Loyal Customer,18,Personal Travel,Eco,175,3,0,5,0,2,5,3,3,4,2,3,5,neutral or dissatisfied
35424,Female,Loyal Customer,49,Business travel,Business,2816,1,1,3,4,4,5,5,5,5,4,5,4,satisfied
35871,Male,Loyal Customer,56,Business travel,Business,3805,2,2,3,4,3,2,2,2,2,1,2,4,neutral or dissatisfied
36000,Male,disloyal Customer,31,Business travel,Eco,994,4,4,5,4,5,5,1,5,3,1,4,5,neutral or dissatisfied
36044,Female,Loyal Customer,31,Business travel,Business,787,5,5,3,3,3,3,1,1,4,5,2,3,satisfied
36074,Male,Loyal Customer,57,Business travel,Eco,261,5,1,4,5,4,4,5,5,4,4,3,4,satisfied
36256,Male,disloyal Customer,37,Business travel,Business,447,2,2,1,2,1,1,4,3,4,3,5,1,satisfied
36278,Female,Loyal Customer,43,Personal Travel,Eco,451,4,4,5,5,5,1,1,4,1,3,1,3,neutral or dissatisfied
36517,Female,Loyal Customer,56,Business travel,Business,89,1,1,4,5,5,4,4,4,4,4,4,4,satisfied
36573,Male,Loyal Customer,57,Personal Travel,Eco,192,2,2,2,2,2,2,5,4,4,3,5,2,neutral or dissatisfied
36625,Female,Loyal Customer,59,Personal Travel,Eco,2174,5,5,2,2,3,2,2,5,2,3,2,2,satisfied
36774,Female,Loyal Customer,39,Business travel,Business,2656,1,2,2,4,4,3,3,3,3,4,3,3,satisfied
36905,Male,Loyal Customer,30,Personal Travel,Eco,937,3,3,3,2,1,2,3,2,1,1,2,1,neutral or dissatisfied
37267,Male,Loyal Customer,53,Personal Travel,Eco,646,3,3,4,3,1,4,2,2,1,4,5,4,neutral or dissatisfied
37408,Female,Loyal Customer,13,Personal Travel,Eco,731,3,3,4,3,1,4,4,2,4,4,4,4,neutral or dissatisfied
37605,Male,Loyal Customer,36,Business travel,Business,304,0,0,2,4,4,2,2,2,2,4,2,5,satisfied
37655,Female,Loyal Customer,41,Business travel,Business,846,4,2,3,4,4,4,4,4,4,4,4,3,satisfied
37685,Female,disloyal Customer,60,Business travel,Business,1346,3,3,1,3,1,1,5,5,5,4,5,1,neutral or dissatisfied
37716,Female,Loyal Customer,54,Business travel,Business,1802,1,1,2,5,5,5,5,5,5,5,5,3,satisfied
38044,Male,Loyal Customer,41,Business travel,Business,1741,1,1,2,5,5,5,5,5,5,3,5,3,satisfied
38300,Male,Loyal Customer,59,Business travel,Eco,1246,2,5,2,2,2,2,3,2,2,1,2,2,neutral or dissatisfied
38443,Female,Loyal Customer,38,Business travel,Business,2303,4,2,4,3,3,1,1,1,4,3,1,4,neutral or dissatisfied
38594,Male,Loyal Customer,53,Personal Travel,Eco,283,4,4,5,4,2,5,4,2,5,4,5,5,neutral or dissatisfied
38755,Male,Loyal Customer,33,Personal Travel,Eco,507,1,1,5,1,5,5,5,4,5,5,4,5,neutral or dissatisfied
38840,Female,Loyal Customer,37,Business travel,Business,372,4,5,5,4,3,4,4,4,4,1,4,1,neutral or dissatisfied
38908,Female,Loyal Customer,49,Business travel,Business,3108,3,3,5,3,3,4,4,4,4,5,4,3,satisfied
38931,Male,Loyal Customer,27,Business travel,Business,502,2,4,2,1,2,2,1,3,3,1,2,2,neutral or dissatisfied
38997,Female,disloyal Customer,19,Business travel,Business,859,4,4,2,4,3,2,4,4,4,3,5,2,satisfied
39089,Female,disloyal Customer,80,Business travel,Business,174,2,2,1,3,4,1,1,2,1,3,1,2,neutral or dissatisfied
39325,Male,Loyal Customer,40,Business travel,Business,2334,1,1,5,5,5,5,5,5,5,3,5,3,satisfied
39341,Male,Loyal Customer,41,Personal Travel,Eco,335,2,2,5,2,5,5,5,5,5,4,5,5,neutral or dissatisfied
39390,Female,Loyal Customer,59,Business travel,Eco,214,3,1,5,4,4,3,3,3,3,1,3,2,neutral or dissatisfied
39493,Male,disloyal Customer,39,Business travel,Eco,328,1,1,1,1,1,1,3,3,1,3,2,1,neutral or dissatisfied
39550,Male,disloyal Customer,40,Business travel,Business,373,3,3,1,3,1,1,5,3,4,4,5,1,neutral or dissatisfied
39552,Male,Loyal Customer,42,Personal Travel,Eco Plus,273,2,2,5,2,5,5,1,5,3,1,4,5,neutral or dissatisfied
39842,Female,disloyal Customer,25,Business travel,Eco,2277,3,3,2,3,2,2,3,4,4,3,4,2,neutral or dissatisfied
39919,Female,Loyal Customer,36,Business travel,Eco,447,3,2,3,4,3,3,3,4,4,5,4,3,satisfied
40097,Male,Loyal Customer,57,Personal Travel,Eco,1969,2,2,1,2,1,1,1,5,3,2,4,1,neutral or dissatisfied
40203,Male,Loyal Customer,40,Personal Travel,Eco Plus,2329,3,3,3,1,1,3,3,3,1,1,2,1,neutral or dissatisfied
40345,Male,Loyal Customer,39,Business travel,Eco,1175,3,2,3,3,3,3,3,4,3,4,4,3,neutral or dissatisfied
40535,Female,Loyal Customer,34,Business travel,Business,393,1,1,1,3,4,1,1,1,1,3,1,3,neutral or dissatisfied
40659,Male,Loyal Customer,45,Business travel,Business,3826,4,4,2,4,4,2,2,2,2,5,2,4,satisfied
40748,Male,Loyal Customer,56,Business travel,Business,187,2,2,4,4,4,5,5,5,5,3,5,5,satisfied
40776,Female,Loyal Customer,33,Business travel,Business,366,3,3,5,4,5,2,2,2,2,3,2,3,satisfied
40927,Male,Loyal Customer,17,Personal Travel,Eco,1371,4,4,3,4,2,3,4,2,4,4,5,3,neutral or dissatisfied
41397,Female,Loyal Customer,13,Personal Travel,Eco,612,2,3,1,3,1,1,2,4,3,1,3,1,neutral or dissatisfied
41456,Male,Loyal Customer,36,Business travel,Business,1689,3,1,2,2,3,4,4,4,3,2,4,3,neutral or dissatisfied
41868,Female,Loyal Customer,22,Personal Travel,Eco,189,1,1,2,1,2,2,3,5,5,3,5,2,neutral or dissatisfied
42238,Female,Loyal Customer,30,Business travel,Business,2840,2,2,2,2,2,2,2,3,4,3,4,2,neutral or dissatisfied
42339,Male,disloyal Customer,27,Business travel,Business,733,3,3,5,3,5,5,3,4,3,4,2,5,neutral or dissatisfied
42589,Male,disloyal Customer,27,Business travel,Business,229,2,2,4,2,4,4,1,3,1,5,1,4,neutral or dissatisfied
42604,Male,Loyal Customer,43,Business travel,Business,765,1,2,4,3,2,1,1,1,1,1,1,4,neutral or dissatisfied
42762,Female,Loyal Customer,40,Business travel,Business,2956,5,1,3,4,5,5,5,5,5,4,5,4,satisfied
42919,Male,Loyal Customer,11,Personal Travel,Eco,153,3,3,5,3,5,5,5,4,5,1,3,5,neutral or dissatisfied
43157,Female,Loyal Customer,48,Personal Travel,Eco,1089,3,3,4,5,1,3,3,3,5,3,3,5,neutral or dissatisfied
43171,Male,disloyal Customer,39,Business travel,Business,1389,4,3,2,3,2,2,3,4,4,3,4,2,neutral or dissatisfied
43275,Male,Loyal Customer,70,Personal Travel,Eco,86,1,1,1,1,1,1,2,2,3,4,2,1,neutral or dissatisfied
43318,Female,Loyal Customer,43,Business travel,Business,696,2,2,3,5,4,2,2,2,2,4,2,5,satisfied
43514,Male,Loyal Customer,29,Personal Travel,Eco,550,3,3,2,3,2,2,4,1,4,3,4,2,neutral or dissatisfied
43540,Female,Loyal Customer,47,Personal Travel,Business,788,2,2,2,5,5,4,4,2,4,3,4,3,neutral or dissatisfied
43638,Male,Loyal Customer,69,Personal Travel,Business,296,4,4,4,5,5,5,5,4,5,4,5,4,neutral or dissatisfied
43908,Female,Loyal Customer,11,Personal Travel,Eco,1249,4,4,1,4,1,1,5,2,4,5,4,1,satisfied
44038,Male,Loyal Customer,13,Personal Travel,Eco,4243,4,5,5,2,5,2,4,3,1,5,2,5,neutral or dissatisfied
44105,Female,disloyal Customer,26,Business travel,Eco,370,4,4,1,4,1,1,3,3,3,1,4,1,neutral or dissatisfied
44156,Male,Loyal Customer,33,Personal Travel,Eco,283,0,0,1,0,1,1,5,4,5,3,5,1,satisfied
44167,Female,disloyal Customer,27,Business travel,Eco,303,2,2,3,2,3,3,2,1,3,3,3,3,neutral or dissatisfied
44197,Female,Loyal Customer,46,Personal Travel,Eco,1105,0,0,2,4,4,1,1,0,1,1,1,4,satisfied
44328,Female,Loyal Customer,7,Personal Travel,Eco,1754,1,1,1,1,1,1,3,4,3,1,3,1,neutral or dissatisfied
44549,Male,Loyal Customer,49,Business travel,Business,1955,3,5,2,2,2,3,3,3,3,3,3,1,neutral or dissatisfied
44611,Female,disloyal Customer,22,Business travel,Eco,647,1,1,5,1,5,5,3,4,4,5,5,5,neutral or dissatisfied
44688,Female,disloyal Customer,25,Business travel,Eco,237,2,2,3,2,3,3,3,5,3,1,4,3,neutral or dissatisfied
44809,Female,Loyal Customer,56,Business travel,Business,3532,1,2,4,5,4,2,2,2,2,5,2,4,satisfied
44871,Male,Loyal Customer,46,Business travel,Business,1975,2,2,2,5,5,3,3,3,3,5,3,3,satisfied
45007,Female,disloyal Customer,44,Business travel,Business,1121,5,5,5,5,5,5,4,2,5,4,4,5,satisfied
45238,Female,disloyal Customer,11,Business travel,Eco,885,2,2,4,2,4,4,5,2,4,3,4,4,neutral or dissatisfied
45413,Female,Loyal Customer,19,Personal Travel,Eco,2176,4,4,4,4,4,4,3,3,3,1,3,4,neutral or dissatisfied
45710,Male,disloyal Customer,36,Business travel,Eco,402,4,4,1,4,1,1,4,5,2,4,5,1,neutral or dissatisfied
46014,Female,Loyal Customer,50,Business travel,Business,1835,4,4,2,2,5,4,4,4,4,3,4,3,satisfied
46110,Female,disloyal Customer,24,Business travel,Business,550,1,1,1,1,1,1,4,5,4,1,3,1,neutral or dissatisfied
46120,Female,Loyal Customer,17,Personal Travel,Eco,896,2,2,2,2,2,2,1,3,3,4,3,2,neutral or dissatisfied
46295,Female,Loyal Customer,36,Business travel,Eco,329,2,3,2,2,2,2,2,1,5,4,1,2,satisfied
46463,Male,disloyal Customer,25,Business travel,Eco,748,0,0,1,1,1,1,3,2,4,4,5,1,satisfied
46695,Female,Loyal Customer,49,Business travel,Business,3156,3,3,5,4,5,5,5,5,5,3,5,4,satisfied
46697,Female,Loyal Customer,63,Personal Travel,Eco,342,2,2,4,4,5,4,4,2,4,5,4,5,neutral or dissatisfied
46960,Male,Loyal Customer,43,Business travel,Business,3851,3,3,4,4,5,5,5,5,4,5,5,4,satisfied
47216,Male,Loyal Customer,58,Personal Travel,Eco,196,2,2,4,2,4,4,3,2,4,5,5,4,neutral or dissatisfied
47375,Female,Loyal Customer,49,Business travel,Business,2854,5,1,1,3,3,5,5,4,5,2,5,3,neutral or dissatisfied
47404,Female,Loyal Customer,42,Business travel,Business,3142,3,3,5,5,4,4,4,4,5,5,4,3,satisfied
47476,Male,Loyal Customer,33,Business travel,Business,456,2,2,2,1,2,2,4,4,3,4,3,2,neutral or dissatisfied
47554,Male,Loyal Customer,11,Personal Travel,Eco,262,2,0,3,0,3,3,2,1,4,1,4,3,neutral or dissatisfied
47786,Female,disloyal Customer,21,Business travel,Eco,402,5,5,4,2,4,4,3,2,5,5,5,4,satisfied
48050,Male,Loyal Customer,59,Personal Travel,Eco Plus,483,1,1,2,1,2,2,1,3,3,1,2,2,neutral or dissatisfied
48113,Male,disloyal Customer,22,Business travel,Business,3365,0,0,0,3,3,1,1,2,2,3,3,3,satisfied
48192,Male,Loyal Customer,46,Business travel,Business,2562,3,3,4,4,5,4,4,4,4,3,4,4,satisfied
48395,Female,disloyal Customer,39,Business travel,Business,216,4,4,4,4,1,4,1,1,4,4,4,4,neutral or dissatisfied
48407,Male,Loyal Customer,55,Business travel,Business,1629,4,4,3,4,4,2,2,2,2,5,2,3,satisfied
48502,Male,Loyal Customer,40,Personal Travel,Eco,358,2,2,2,3,3,4,4,4,5,3,5,3,neutral or dissatisfied
48685,Male,Loyal Customer,47,Business travel,Business,3510,3,3,1,5,2,4,4,4,4,2,4,4,satisfied
48869,Male,Loyal Customer,34,Personal Travel,Eco,362,3,4,5,4,5,5,3,4,5,5,4,5,neutral or dissatisfied
48962,Female,Loyal Customer,35,Business travel,Business,396,2,5,5,4,4,2,2,3,2,2,2,1,neutral or dissatisfied
49229,Male,Loyal Customer,44,Business travel,Business,423,2,3,1,3,4,2,2,2,2,1,2,2,neutral or dissatisfied
49640,Female,disloyal Customer,28,Business travel,Business,680,5,5,1,5,1,1,3,4,5,5,4,1,satisfied
49861,Female,disloyal Customer,25,Business travel,Eco,589,3,3,1,3,1,1,1,3,3,1,3,1,neutral or dissatisfied
49886,Female,Loyal Customer,24,Personal Travel,Eco,1121,2,2,2,2,2,2,3,3,4,3,4,2,neutral or dissatisfied
50083,Male,Loyal Customer,45,Business travel,Business,1990,2,2,3,3,5,5,5,5,5,4,5,5,satisfied
50497,Female,Loyal Customer,53,Business travel,Eco,785,5,1,5,4,1,5,5,5,5,2,5,3,satisfied
50614,Male,Loyal Customer,24,Business travel,Business,337,1,1,4,5,4,4,3,3,4,5,5,4,satisfied
50668,Female,disloyal Customer,36,Business travel,Business,1182,3,3,2,3,1,2,5,5,4,5,4,2,neutral or dissatisfied
50702,Male,Loyal Customer,35,Personal Travel,Eco,235,4,4,2,4,2,2,4,5,5,4,4,2,neutral or dissatisfied
50937,Female,disloyal Customer,43,Business travel,Eco,89,1,1,1,1,1,1,5,3,4,3,3,1,neutral or dissatisfied
50957,Female,Loyal Customer,49,Business travel,Business,2586,3,3,4,4,4,4,5,4,4,4,4,4,satisfied
51040,Female,Loyal Customer,22,Personal Travel,Eco,628,3,3,3,3,3,3,2,4,1,3,5,3,neutral or dissatisfied
51853,Female,disloyal Customer,38,Business travel,Eco,331,1,1,1,1,1,1,2,4,3,3,3,1,neutral or dissatisfied
52008,Male,Loyal Customer,45,Business travel,Eco,163,2,5,2,2,2,2,4,2,4,1,3,2,neutral or dissatisfied
52031,Male,Loyal Customer,55,Business travel,Business,2864,1,1,4,5,5,4,4,5,4,5,4,3,satisfied
52051,Female,Loyal Customer,52,Personal Travel,Eco,160,2,0,2,2,4,4,4,0,4,4,4,2,neutral or dissatisfied
52163,Female,Loyal Customer,56,Business travel,Business,728,1,1,3,5,4,4,4,4,4,4,4,3,satisfied
52537,Male,Loyal Customer,58,Business travel,Business,2577,3,5,5,2,2,3,3,3,3,2,3,2,neutral or dissatisfied
52634,Female,Loyal Customer,24,Business travel,Business,2092,3,3,5,5,5,5,3,4,5,4,5,5,satisfied
52813,Male,Loyal Customer,44,Business travel,Business,3525,4,4,5,4,5,2,2,2,2,4,2,3,satisfied
52935,Female,Loyal Customer,59,Personal Travel,Eco,163,1,1,5,4,3,2,2,1,2,2,2,1,neutral or dissatisfied
53101,Female,Loyal Customer,49,Business travel,Business,954,4,4,2,5,2,4,4,4,4,3,4,5,satisfied
53173,Female,disloyal Customer,20,Business travel,Eco,84,3,3,4,3,5,4,2,5,5,2,2,4,neutral or dissatisfied
53410,Male,Loyal Customer,44,Business travel,Business,3113,2,2,4,5,5,4,4,4,4,1,4,1,satisfied
53445,Male,disloyal Customer,26,Business travel,Business,216,3,3,2,3,2,2,1,1,4,1,4,2,neutral or dissatisfied
53538,Female,Loyal Customer,65,Personal Travel,Eco Plus,1129,1,1,1,4,3,5,5,1,5,3,5,4,neutral or dissatisfied
53584,Female,disloyal Customer,26,Business travel,Business,381,2,1,1,2,2,1,3,4,3,2,4,2,neutral or dissatisfied
53702,Male,Loyal Customer,62,Personal Travel,Business,1171,2,2,3,3,5,4,4,2,4,4,4,3,neutral or dissatisfied
53726,Male,Loyal Customer,41,Business travel,Business,3250,2,2,4,5,4,3,3,3,3,4,3,3,satisfied
53822,Male,Loyal Customer,32,Business travel,Business,3170,5,5,4,5,4,4,2,5,3,1,2,4,satisfied
53908,Female,Loyal Customer,69,Business travel,Eco,74,3,5,4,3,4,3,3,3,3,1,3,2,neutral or dissatisfied
54007,Male,Loyal Customer,49,Business travel,Business,1865,5,5,4,4,5,3,3,3,3,5,3,3,satisfied
54012,Female,disloyal Customer,9,Business travel,Eco,1413,2,2,4,2,5,4,3,4,2,3,4,4,neutral or dissatisfied
54140,Male,Loyal Customer,13,Personal Travel,Eco Plus,925,3,4,2,4,1,2,3,5,1,5,2,2,neutral or dissatisfied
54203,Male,Loyal Customer,53,Personal Travel,Eco,493,5,5,2,5,2,2,5,2,5,5,4,2,satisfied
54268,Male,Loyal Customer,80,Business travel,Business,436,2,3,5,4,4,2,2,2,2,1,2,1,neutral or dissatisfied
54272,Female,Loyal Customer,54,Business travel,Business,3007,2,2,5,4,5,4,4,4,4,3,4,5,satisfied
54340,Male,Loyal Customer,63,Personal Travel,Eco,432,5,5,3,5,3,3,4,1,4,2,3,3,satisfied
54356,Male,Loyal Customer,41,Business travel,Business,1925,1,3,5,4,4,5,5,5,5,5,5,5,satisfied
54456,Male,disloyal Customer,38,Business travel,Business,277,4,4,3,4,3,3,3,5,5,5,4,3,neutral or dissatisfied
54744,Male,Loyal Customer,34,Business travel,Business,4243,4,4,5,5,5,5,5,4,5,5,4,5,satisfied
54964,Female,Loyal Customer,53,Business travel,Business,3681,2,2,5,5,4,4,4,4,4,3,4,3,satisfied
54987,Female,Loyal Customer,43,Business travel,Business,3124,4,4,2,5,1,5,5,5,3,2,5,2,satisfied
55043,Male,Loyal Customer,33,Personal Travel,Eco,944,4,4,5,4,5,5,2,4,4,1,3,5,satisfied
55152,Female,Loyal Customer,19,Personal Travel,Eco,991,3,3,1,3,1,1,4,3,5,3,4,1,neutral or dissatisfied
55248,Male,disloyal Customer,41,Business travel,Eco,152,3,3,1,3,1,1,2,3,4,1,3,1,neutral or dissatisfied
55553,Female,Loyal Customer,70,Business travel,Business,701,2,2,2,3,4,2,2,2,2,4,2,4,neutral or dissatisfied
55637,Female,disloyal Customer,45,Business travel,Business,325,5,5,3,5,3,3,5,4,5,5,5,3,satisfied
55859,Male,Loyal Customer,26,Business travel,Eco,365,4,1,4,4,2,4,3,3,4,1,4,4,neutral or dissatisfied
56000,Female,Loyal Customer,36,Personal Travel,Eco,140,3,3,1,3,1,1,1,5,2,4,4,1,neutral or dissatisfied
56415,Female,disloyal Customer,27,Business travel,Eco,834,3,3,2,3,2,2,4,3,4,3,4,2,neutral or dissatisfied
56553,Male,Loyal Customer,9,Personal Travel,Eco Plus,280,3,3,5,3,5,5,4,2,4,3,4,5,neutral or dissatisfied
56571,Male,Loyal Customer,69,Personal Travel,Eco,253,1,1,5,1,5,5,4,4,5,5,5,5,neutral or dissatisfied
56762,Female,Loyal Customer,41,Personal Travel,Eco,432,0,0,4,0,4,4,2,4,4,2,4,4,satisfied
56868,Female,Loyal Customer,45,Business travel,Eco,253,4,3,2,4,4,5,5,4,5,5,5,4,satisfied
57167,Female,Loyal Customer,61,Business travel,Business,1640,3,4,3,3,3,3,3,3,3,2,3,2,neutral or dissatisfied
57299,Female,Loyal Customer,39,Personal Travel,Eco,393,3,3,2,3,2,2,4,5,5,4,5,2,neutral or dissatisfied
57366,Male,Loyal Customer,47,Personal Travel,Eco,820,2,2,5,2,5,5,1,5,3,2,4,5,neutral or dissatisfied
57722,Male,disloyal Customer,25,Business travel,Eco,691,3,4,4,4,4,4,3,3,4,4,3,4,neutral or dissatisfied
57794,Male,Loyal Customer,29,Personal Travel,Eco,305,3,3,2,3,2,2,3,4,5,4,5,2,neutral or dissatisfied
58076,Male,Loyal Customer,32,Business travel,Eco Plus,503,4,2,4,4,4,1,1,4,3,4,1,4,neutral or dissatisfied
58161,Female,Loyal Customer,40,Business travel,Eco,240,2,2,2,2,2,2,4,3,4,1,4,2,neutral or dissatisfied
58318,Male,Loyal Customer,39,Business travel,Business,599,5,5,3,4,4,2,2,2,2,4,2,3,satisfied
58374,Male,Loyal Customer,37,Business travel,Business,3913,5,5,3,5,5,5,5,5,5,4,5,4,satisfied
58375,Female,Loyal Customer,59,Business travel,Business,1971,2,1,3,4,4,2,2,3,2,1,2,3,neutral or dissatisfied
58467,Male,Loyal Customer,24,Business travel,Eco,925,4,2,4,4,3,4,2,1,3,1,4,4,satisfied
58582,Male,Loyal Customer,36,Business travel,Business,2486,5,5,5,4,5,4,4,4,4,3,4,5,satisfied
58680,Male,Loyal Customer,11,Personal Travel,Eco,1751,5,5,2,5,2,2,2,4,3,1,3,2,satisfied
58683,Female,Loyal Customer,41,Business travel,Eco,459,3,3,3,3,3,3,4,5,3,2,2,3,neutral or dissatisfied
58785,Male,Loyal Customer,46,Business travel,Eco,109,3,5,4,3,4,4,2,5,3,2,3,4,neutral or dissatisfied
58831,Female,Loyal Customer,52,Business travel,Business,2579,2,2,3,3,5,5,5,5,5,5,5,1,satisfied
58915,Female,Loyal Customer,34,Personal Travel,Eco,301,2,2,3,2,3,3,4,4,4,4,1,3,neutral or dissatisfied
